state_norm,district,month,age_0_5,age_5_17,age_18_greater
gujarat,dahod,March 2025,0,0,0
gujarat,dangs,March 2025,0,0,0
gujarat,devbhumi dwarka,March 2025,0,0,0
gujarat,gandhinagar,March 2025,0,0,0
gujarat,gir somnath,March 2025,0,0,0
gujarat,jamnagar,March 2025,0,0,0
gujarat,junagadh,March 2025,0,0,0
gujarat,kachchh,March 2025,33,13,10
gujarat,kheda,March 2025,0,0,0
gujarat,mahesana,March 2025,0,0,0
gujarat,mahisagar,March 2025,0,0,0
gujarat,morbi,March 2025,36,12,23
gujarat,narmada,March 2025,0,0,0
gujarat,navsari,March 2025,0,0,0
gujarat,panch mahals,March 2025,0,0,0
gujarat,patan,March 2025,141,26,23
gujarat,porbandar,March 2025,0,0,0
gujarat,rajkot,March 2025,0,0,0
gujarat,sabar kantha,March 2025,0,0,0
gujarat,surat,March 2025,0,0,0
gujarat,surendranagar,March 2025,0,0,0
gujarat,tapi,March 2025,0,0,0
gujarat,vadodara,March 2025,36,43,10
gujarat,valsad,March 2025,0,0,0
gujarat,vav tharad,March 2025,0,0,0
haryana,ambala,March 2025,0,0,0
haryana,bhiwani,March 2025,0,0,0
haryana,charkhi dadri,March 2025,0,0,0
haryana,faridabad,March 2025,80,60,10
haryana,fatehabad,March 2025,0,0,0
haryana,gurugram,March 2025,18,19,13
haryana,hisar,March 2025,0,0,0
haryana,jhajjar,March 2025,0,0,0
haryana,jind,March 2025,0,0,0
haryana,kaithal,March 2025,0,0,0
haryana,karnal,March 2025,0,0,0
haryana,kurukshetra,March 2025,0,0,0
haryana,mahendragarh,March 2025,0,0,0
haryana,nuh,March 2025,0,0,0
haryana,palwal,March 2025,0,0,0
haryana,panchkula,March 2025,0,0,0
haryana,panipat,March 2025,0,0,0
haryana,rewari,March 2025,0,0,0
haryana,rohtak,March 2025,0,0,0
haryana,sirsa,March 2025,0,0,0
haryana,sonipat,March 2025,0,0,0
haryana,yamunanagar,March 2025,0,0,0
himachal pradesh,bilaspur,March 2025,0,0,0
himachal pradesh,chamba,March 2025,0,0,0
himachal pradesh,hamirpur,March 2025,0,0,0
himachal pradesh,kangra,March 2025,0,0,0
himachal pradesh,kinnaur,March 2025,0,0,0
himachal pradesh,kullu,March 2025,0,0,0
himachal pradesh,lahaul and spiti,March 2025,0,0,0
himachal pradesh,mandi,March 2025,0,0,0
himachal pradesh,shimla,March 2025,0,0,0
himachal pradesh,sirmaur,March 2025,0,0,0
himachal pradesh,solan,March 2025,0,0,0
himachal pradesh,una,March 2025,0,0,0
jammu and kashmir,anantnag,March 2025,0,0,0
jammu and kashmir,bandipora,March 2025,0,0,0
jammu and kashmir,baramulla,March 2025,0,0,0
jammu and kashmir,budgam,March 2025,0,0,0
jammu and kashmir,doda,March 2025,0,0,0
jammu and kashmir,ganderbal,March 2025,0,0,0
jammu and kashmir,jammu,March 2025,0,0,0
jammu and kashmir,kathua,March 2025,0,0,0
jammu and kashmir,kishtwar,March 2025,0,0,0
jammu and kashmir,kulgam,March 2025,0,0,0
jammu and kashmir,kupwara,March 2025,0,0,0
jammu and kashmir,poonch,March 2025,0,0,0
jammu and kashmir,pulwama,March 2025,0,0,0
jammu and kashmir,rajouri,March 2025,0,0,0
jammu and kashmir,ramban,March 2025,0,0,0
jammu and kashmir,reasi,March 2025,0,0,0
jammu and kashmir,samba,March 2025,0,0,0
jammu and kashmir,shopian,March 2025,0,0,0
jammu and kashmir,srinagar,March 2025,0,0,0
jammu and kashmir,udhampur,March 2025,0,0,0
jharkhand,bokaro,March 2025,0,0,0
jharkhand,chatra,March 2025,0,0,0
jharkhand,deoghar,March 2025,12,25,18
jharkhand,dhanbad,March 2025,0,0,0
jharkhand,dumka,March 2025,0,0,0
jharkhand,east singhbum,March 2025,0,0,0
jharkhand,garhwa,March 2025,0,0,0
jharkhand,giridih,March 2025,0,0,0
jharkhand,godda,March 2025,0,0,0
jharkhand,gumla,March 2025,0,0,0
jharkhand,hazaribagh,March 2025,0,0,0
jharkhand,jamtara,March 2025,0,0,0
jharkhand,khunti,March 2025,0,0,0
jharkhand,koderma,March 2025,0,0,0
jharkhand,latehar,March 2025,0,0,0
jharkhand,lohardaga,March 2025,0,0,0
jharkhand,pakur,March 2025,0,0,0
jharkhand,palamu,March 2025,0,0,0
jharkhand,ramgarh,March 2025,0,0,0
jharkhand,ranchi,March 2025,0,0,0
jharkhand,sahebganj,March 2025,0,0,0
jharkhand,saraikela kharsawan,March 2025,0,0,0
jharkhand,simdega,March 2025,0,0,0
jharkhand,west singhbhum,March 2025,0,0,0
karnataka,bagalkote,March 2025,0,0,0
karnataka,ballari,March 2025,0,0,0
karnataka,belagavi,March 2025,0,0,0
karnataka,bengaluru rural,March 2025,0,0,0
karnataka,bengaluru south,March 2025,0,0,0
karnataka,bengaluru urban,March 2025,309,192,231
karnataka,bidar,March 2025,0,0,0
karnataka,chamarajanagar,March 2025,0,0,0
karnataka,chikkaballapura,March 2025,0,0,0
karnataka,chikkamagaluru,March 2025,0,0,0
karnataka,chitradurga,March 2025,0,0,0
karnataka,dakshina kannada,March 2025,0,0,0
karnataka,davanagere,March 2025,0,0,0
karnataka,dharwad,March 2025,0,0,0
karnataka,gadag,March 2025,0,0,0
karnataka,hassan,March 2025,0,0,0
karnataka,haveri,March 2025,0,0,0
karnataka,kalaburagi,March 2025,0,0,0
karnataka,kodagu,March 2025,0,0,0
karnataka,kolar,March 2025,0,0,0
karnataka,koppal,March 2025,0,0,0
karnataka,mandya,March 2025,0,0,0
karnataka,mysuru,March 2025,0,0,0
karnataka,raichur,March 2025,0,0,0
karnataka,shivamogga,March 2025,0,0,0
karnataka,tumakuru,March 2025,0,0,0
karnataka,udupi,March 2025,0,0,0
karnataka,uttara kannada,March 2025,0,0,0
karnataka,vijayanagara,March 2025,0,0,0
karnataka,vijayapura,March 2025,0,0,0
karnataka,yadgir,March 2025,0,0,0
kerala,alappuzha,March 2025,0,0,0
kerala,ernakulam,March 2025,0,0,0
kerala,idukki,March 2025,0,0,0
kerala,kannur,March 2025,0,0,0
kerala,kasaragod,March 2025,0,0,0
kerala,kollam,March 2025,0,0,0
kerala,kottayam,March 2025,0,0,0
kerala,kozhikode,March 2025,0,0,0
kerala,malappuram,March 2025,0,0,0
kerala,palakkad,March 2025,0,0,0
kerala,pathanamthitta,March 2025,0,0,0
kerala,thiruvananthapuram,March 2025,0,0,0
kerala,thrissur,March 2025,0,0,0
kerala,wayanad,March 2025,0,0,0
ladakh,kargil,March 2025,0,0,0
ladakh,leh ladakh,March 2025,0,0,0
lakshadweep,lakshadweep district,March 2025,0,0,0
madhya pradesh,agar malwa,March 2025,0,0,0
madhya pradesh,alirajpur,March 2025,0,0,0
madhya pradesh,anuppur,March 2025,0,0,0
madhya pradesh,ashoknagar,March 2025,0,0,0
madhya pradesh,balaghat,March 2025,0,0,0
madhya pradesh,barwani,March 2025,0,0,0
madhya pradesh,betul,March 2025,0,0,0
madhya pradesh,bhind,March 2025,54,33,22
madhya pradesh,bhopal,March 2025,0,0,0
madhya pradesh,burhanpur,March 2025,0,0,0
madhya pradesh,chhatarpur,March 2025,0,0,0
madhya pradesh,chhindwara,March 2025,0,0,0
madhya pradesh,damoh,March 2025,0,0,0
madhya pradesh,datia,March 2025,0,0,0
madhya pradesh,dewas,March 2025,0,0,0
madhya pradesh,dhar,March 2025,0,0,0
madhya pradesh,dindori,March 2025,0,0,0
madhya pradesh,guna,March 2025,0,0,0
madhya pradesh,gwalior,March 2025,179,86,62
madhya pradesh,harda,March 2025,0,0,0
madhya pradesh,indore,March 2025,0,0,0
madhya pradesh,jabalpur,March 2025,0,0,0
madhya pradesh,jhabua,March 2025,0,0,0
madhya pradesh,katni,March 2025,53,42,11
madhya pradesh,khandwa east nimar,March 2025,0,0,0
madhya pradesh,khargone west nimar,March 2025,0,0,0
madhya pradesh,maihar,March 2025,0,0,0
madhya pradesh,mandla,March 2025,0,0,0
madhya pradesh,mandsaur,March 2025,0,0,0
madhya pradesh,mauganj,March 2025,0,0,0
madhya pradesh,morena,March 2025,0,0,0
madhya pradesh,narmadapuram,March 2025,0,0,0
madhya pradesh,narsimhapur,March 2025,0,0,0
madhya pradesh,neemuch,March 2025,0,0,0
madhya pradesh,niwari,March 2025,0,0,0
madhya pradesh,pandhurna,March 2025,0,0,0
madhya pradesh,panna,March 2025,0,0,0
madhya pradesh,raisen,March 2025,0,0,0
madhya pradesh,rajgarh,March 2025,0,0,0
madhya pradesh,ratlam,March 2025,0,0,0
madhya pradesh,rewa,March 2025,0,0,0
madhya pradesh,sagar,March 2025,0,0,0
madhya pradesh,satna,March 2025,0,0,0
madhya pradesh,sehore,March 2025,0,0,0
madhya pradesh,seoni,March 2025,0,0,0
madhya pradesh,shahdol,March 2025,0,0,0
madhya pradesh,shajapur,March 2025,0,0,0
madhya pradesh,sheopur,March 2025,0,0,0
madhya pradesh,shivpuri,March 2025,0,0,0
madhya pradesh,sidhi,March 2025,0,0,0
madhya pradesh,singrauli,March 2025,0,0,0
madhya pradesh,tikamgarh,March 2025,0,0,0
madhya pradesh,ujjain,March 2025,0,0,0
madhya pradesh,umaria,March 2025,0,0,0
madhya pradesh,vidisha,March 2025,0,0,0
maharashtra,ahilyanagar,March 2025,0,0,0
maharashtra,akola,March 2025,0,0,0
maharashtra,amravati,March 2025,0,0,0
maharashtra,beed,March 2025,0,0,0
maharashtra,bhandara,March 2025,0,0,0
maharashtra,buldhana,March 2025,0,0,0
maharashtra,chandrapur,March 2025,0,0,0
maharashtra,chhatrapati sambhajinagar,March 2025,0,0,0
maharashtra,dharashiv,March 2025,0,0,0
maharashtra,dhule,March 2025,0,0,0
maharashtra,gadchiroli,March 2025,0,0,0
maharashtra,gondia,March 2025,0,0,0
maharashtra,hingoli,March 2025,0,0,0
maharashtra,jalgaon,March 2025,0,0,0
maharashtra,jalna,March 2025,0,0,0
maharashtra,kolhapur,March 2025,0,0,0
maharashtra,latur,March 2025,0,0,0
maharashtra,mumbai,March 2025,0,0,0
maharashtra,mumbai suburban,March 2025,0,0,0
maharashtra,nagpur,March 2025,0,0,0
maharashtra,nanded,March 2025,0,0,0
maharashtra,nandurbar,March 2025,0,0,0
maharashtra,nashik,March 2025,0,0,0
maharashtra,palghar,March 2025,0,0,0
maharashtra,parbhani,March 2025,17,14,37
maharashtra,pune,March 2025,0,0,0
maharashtra,raigad,March 2025,0,0,0
maharashtra,ratnagiri,March 2025,0,0,0
maharashtra,sangli,March 2025,0,0,0
maharashtra,satara,March 2025,0,0,0
maharashtra,sindhudurg,March 2025,0,0,0
maharashtra,solapur,March 2025,0,0,0
maharashtra,thane,March 2025,19,13,15
maharashtra,wardha,March 2025,0,0,0
maharashtra,washim,March 2025,0,0,0
maharashtra,yavatmal,March 2025,0,0,0
manipur,bishnupur,March 2025,0,0,0
manipur,chandel,March 2025,0,0,0
manipur,churachandpur,March 2025,0,0,0
manipur,imphal east,March 2025,0,0,0
manipur,imphal west,March 2025,0,0,0
manipur,jiribam,March 2025,0,0,0
manipur,kakching,March 2025,0,0,0
manipur,kamjong,March 2025,0,0,0
manipur,kangpokpi,March 2025,0,0,0
manipur,noney,March 2025,0,0,0
manipur,pherzawl,March 2025,0,0,0
manipur,senapati,March 2025,0,0,0
manipur,tamenglong,March 2025,0,0,0
manipur,tengnoupal,March 2025,0,0,0
manipur,thoubal,March 2025,0,0,0
manipur,ukhrul,March 2025,0,0,0
meghalaya,east garo hills,March 2025,0,0,0
meghalaya,east jaintia hills,March 2025,0,0,0
meghalaya,east khasi hills,March 2025,44,92,164
meghalaya,eastern west khasi hills,March 2025,0,0,0
meghalaya,north garo hills,March 2025,0,0,0
meghalaya,ri bhoi,March 2025,30,11,26
meghalaya,south garo hills,March 2025,0,0,0
meghalaya,south west garo hills,March 2025,0,0,0
meghalaya,south west khasi hills,March 2025,0,0,0
meghalaya,west garo hills,March 2025,0,0,0
meghalaya,west jaintia hills,March 2025,315,53,142
meghalaya,west khasi hills,March 2025,118,113,442
mizoram,aizawl,March 2025,0,0,0
mizoram,champhai,March 2025,0,0,0
mizoram,hnahthial,March 2025,0,0,0
mizoram,khawzawl,March 2025,0,0,0
mizoram,kolasib,March 2025,0,0,0
mizoram,lawngtlai,March 2025,0,0,0
mizoram,lunglei,March 2025,0,0,0
mizoram,mamit,March 2025,0,0,0
mizoram,saitual,March 2025,0,0,0
mizoram,serchhip,March 2025,0,0,0
mizoram,siaha,March 2025,0,0,0
nagaland,chumoukedima,March 2025,0,0,0
nagaland,dimapur,March 2025,0,0,0
nagaland,kiphire,March 2025,0,0,0
nagaland,kohima,March 2025,0,0,0
nagaland,longleng,March 2025,0,0,0
nagaland,meluri,March 2025,0,0,0
nagaland,mokokchung,March 2025,0,0,0
nagaland,mon,March 2025,0,0,0
nagaland,niuland,March 2025,0,0,0
nagaland,noklak,March 2025,0,0,0
nagaland,peren,March 2025,0,0,0
nagaland,phek,March 2025,0,0,0
nagaland,shamator,March 2025,0,0,0
nagaland,tseminyu,March 2025,0,0,0
nagaland,tuensang,March 2025,0,0,0
nagaland,wokha,March 2025,0,0,0
nagaland,zunheboto,March 2025,0,0,0
odisha,angul,March 2025,0,0,0
odisha,balangir,March 2025,0,0,0
odisha,balasore,March 2025,0,0,0
odisha,bargarh,March 2025,0,0,0
odisha,bhadrak,March 2025,0,0,0
odisha,boudh,March 2025,0,0,0
odisha,cuttack,March 2025,0,0,0
odisha,deogarh,March 2025,0,0,0
odisha,dhenkanal,March 2025,0,0,0
odisha,gajapati,March 2025,0,0,0
odisha,ganjam,March 2025,0,0,0
odisha,jagatsinghapur,March 2025,0,0,0
odisha,jajpur,March 2025,0,0,0
odisha,jharsuguda,March 2025,0,0,0
odisha,kalahandi,March 2025,0,0,0
odisha,kandhamal,March 2025,0,0,0
odisha,kendrapara,March 2025,0,0,0
odisha,keonjhar,March 2025,0,0,0
odisha,khordha,March 2025,0,0,0
odisha,koraput,March 2025,0,0,0
odisha,malkangiri,March 2025,0,0,0
odisha,mayurbhanj,March 2025,0,0,0
odisha,nabarangpur,March 2025,0,0,0
odisha,nayagarh,March 2025,0,0,0
odisha,nuapada,March 2025,0,0,0
odisha,puri,March 2025,0,0,0
odisha,rayagada,March 2025,0,0,0
odisha,sambalpur,March 2025,0,0,0
odisha,sonepur,March 2025,0,0,0
odisha,sundargarh,March 2025,0,0,0
puducherry,karaikal,March 2025,0,0,0
puducherry,puducherry,March 2025,0,0,0
punjab,amritsar,March 2025,14,15,20
punjab,barnala,March 2025,0,0,0
punjab,bathinda,March 2025,0,0,0
punjab,faridkot,March 2025,0,0,0
punjab,fatehgarh sahib,March 2025,0,0,0
punjab,fazilka,March 2025,0,0,0
punjab,ferozepur,March 2025,0,0,0
punjab,gurdaspur,March 2025,0,0,0
punjab,hoshiarpur,March 2025,0,0,0
punjab,jalandhar,March 2025,0,0,0
punjab,kapurthala,March 2025,0,0,0
punjab,ludhiana,March 2025,104,13,14
punjab,malerkotla,March 2025,0,0,0
punjab,mansa,March 2025,0,0,0
punjab,moga,March 2025,0,0,0
punjab,pathankot,March 2025,0,0,0
punjab,patiala,March 2025,0,0,0
punjab,rupnagar,March 2025,0,0,0
punjab,s a s nagar,March 2025,0,0,0
punjab,sangrur,March 2025,0,0,0
punjab,shahid bhagat singh nagar,March 2025,0,0,0
punjab,sri muktsar sahib,March 2025,0,0,0
punjab,tarn taran,March 2025,0,0,0
rajasthan,ajmer,March 2025,0,0,0
rajasthan,alwar,March 2025,0,0,0
rajasthan,balotra,March 2025,0,0,0
rajasthan,banswara,March 2025,0,0,0
rajasthan,baran,March 2025,0,0,0
rajasthan,barmer,March 2025,0,0,0
rajasthan,beawar,March 2025,0,0,0
rajasthan,bharatpur,March 2025,0,0,0
rajasthan,bhilwara,March 2025,0,0,0
rajasthan,bikaner,March 2025,0,0,0
rajasthan,bundi,March 2025,0,0,0
rajasthan,chittorgarh,March 2025,0,0,0
rajasthan,churu,March 2025,0,0,0
rajasthan,dausa,March 2025,0,0,0
rajasthan,deeg,March 2025,0,0,0
rajasthan,dholpur,March 2025,0,0,0
rajasthan,didwana kuchaman,March 2025,0,0,0
rajasthan,dungarpur,March 2025,0,0,0
rajasthan,ganganagar,March 2025,0,0,0
rajasthan,hanumangarh,March 2025,0,0,0
rajasthan,jaipur,March 2025,0,0,0
rajasthan,jaisalmer,March 2025,0,0,0
rajasthan,jalore,March 2025,0,0,0
rajasthan,jhalawar,March 2025,0,0,0
rajasthan,jhunjhunu,March 2025,0,0,0
rajasthan,jodhpur,March 2025,0,0,0
rajasthan,karauli,March 2025,0,0,0
rajasthan,khairthal tijara,March 2025,0,0,0
rajasthan,kota,March 2025,0,0,0
rajasthan,kotputli behror,March 2025,0,0,0
rajasthan,nagaur,March 2025,0,0,0
rajasthan,pali,March 2025,0,0,0
rajasthan,phalodi,March 2025,0,0,0
rajasthan,pratapgarh,March 2025,0,0,0
rajasthan,rajsamand,March 2025,0,0,0
rajasthan,salumbar,March 2025,0,0,0
rajasthan,sawai madhopur,March 2025,0,0,0
rajasthan,sikar,March 2025,41,36,17
rajasthan,sirohi,March 2025,0,0,0
rajasthan,tonk,March 2025,0,0,0
rajasthan,udaipur,March 2025,0,0,0
sikkim,gangtok,March 2025,0,0,0
sikkim,gyalshing,March 2025,0,0,0
sikkim,mangan,March 2025,0,0,0
sikkim,namchi,March 2025,0,0,0
sikkim,pakyong,March 2025,0,0,0
sikkim,soreng,March 2025,0,0,0
tamil nadu,ariyalur,March 2025,0,0,0
tamil nadu,chengalpattu,March 2025,0,0,0
tamil nadu,chennai,March 2025,0,0,0
tamil nadu,coimbatore,March 2025,0,0,0
tamil nadu,cuddalore,March 2025,0,0,0
tamil nadu,dharmapuri,March 2025,0,0,0
tamil nadu,dindigul,March 2025,0,0,0
tamil nadu,erode,March 2025,0,0,0
tamil nadu,kallakurichi,March 2025,0,0,0
tamil nadu,kancheepuram,March 2025,12,12,10
tamil nadu,kanniyakumari,March 2025,0,0,0
tamil nadu,karur,March 2025,0,0,0
tamil nadu,krishnagiri,March 2025,0,0,0
tamil nadu,madurai,March 2025,0,0,0
tamil nadu,mayiladuthurai,March 2025,0,0,0
tamil nadu,nagapattinam,March 2025,0,0,0
tamil nadu,namakkal,March 2025,0,0,0
tamil nadu,perambalur,March 2025,0,0,0
tamil nadu,pudukkottai,March 2025,0,0,0
tamil nadu,ramanathapuram,March 2025,0,0,0
tamil nadu,ranipet,March 2025,0,0,0
tamil nadu,salem,March 2025,0,0,0
tamil nadu,sivaganga,March 2025,0,0,0
tamil nadu,tenkasi,March 2025,0,0,0
tamil nadu,thanjavur,March 2025,0,0,0
tamil nadu,the nilgiris,March 2025,0,0,0
tamil nadu,theni,March 2025,0,0,0
tamil nadu,thiruvallur,March 2025,0,0,0
tamil nadu,thiruvarur,March 2025,0,0,0
tamil nadu,thoothukkudi,March 2025,0,0,0
tamil nadu,tiruchirappalli,March 2025,0,0,0
tamil nadu,tirunelveli,March 2025,0,0,0
tamil nadu,tirupathur,March 2025,0,0,0
tamil nadu,tiruppur,March 2025,0,0,0
tamil nadu,tiruvannamalai,March 2025,0,0,0
tamil nadu,vellore,March 2025,0,0,0
tamil nadu,viluppuram,March 2025,0,0,0
tamil nadu,virudhunagar,March 2025,0,0,0
telangana,adilabad,March 2025,0,0,0
telangana,bhadradri kothagudem,March 2025,0,0,0
